address,bedroom,toilet,investor,acreage,price,lat,long,distance
Tây Hồ,4.0,2.0,công ty tnhh phát triển khu đô thị nam thăng long,153.0,32.0,21.072135925293,105.810997009277,6.462685103642633
Hai Bà Trưng,3.0,2.0,tập đoàn vingroup,119.5,47.69874476987448,20.994333267211896,105.867561340332,4.152857196946919
Long Biên,3.0,2.0,other,101.0,18.5,21.0646114349365,105.911117553711,7.27315012463848
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,79.0,43.0,20.9965782165527,105.865196228027,3.8310797804972143
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,134.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Cầu Giấy,3.0,2.0,other,95.6,39.5,21.0240802764893,105.78963470459,6.553916066882612
Cầu Giấy,2.0,2.0,other,82.0,40.24390243902439,21.0240802764893,105.78963470459,6.553916066882612
Hà Đông,2.0,1.0,other,50.0,14.9,20.952579498291,105.75757598877,13.018617104311154
Hoàng Mai,3.0,2.0,other,79.0,18.0,20.9605541229248,105.845962524414,7.637122018382692
Nam Từ Liêm,2.0,2.0,other,85.0,24.0,21.0119361877441,105.774993896484,8.27174549238667
Tây Hồ,3.0,2.0,other,88.99,26.0,21.0810070037842,105.818092346191,6.814360270004972
Nam Từ Liêm,3.0,3.0,other,160.0,31.0,21.0300445556641,105.776626586914,7.884519625473456
Nam Từ Liêm,3.0,3.0,other,160.0,24.0,21.0119361877441,105.774993896484,8.27174549238667
Nam Từ Liêm,3.0,2.0,tập đoàn vingroup,119.0,28.0,21.0365676879883,105.760482788086,9.598783261808332
Nam Từ Liêm,2.0,2.0,tập đoàn vingroup,83.0,28.0,21.0365676879883,105.760482788086,9.598783261808332
Long Biên,3.0,2.0,công ty cp đầu tư xây dựng số 9 hà nội,83.4,24.556354916067143,21.0295810699463,105.850410461426,0.2303727117100144
Hà Đông,2.0,2.0,other,67.0,14.9,20.952579498291,105.75757598877,13.018617104311154
Hai Bà Trưng,3.0,2.0,tập đoàn vingroup,120.0,43.33333333333334,20.994333267211896,105.867561340332,4.152857196946919
Hoàng Mai,2.0,2.0,other,62.0,35.483870967741936,20.9739685058594,105.82169342041,6.901127354793964
Nam Từ Liêm,2.0,2.0,other,61.5,31.21951219512195,21.0292072296143,105.764450073242,9.14874000758283
Tây Hồ,3.0,2.0,other,89.0,26.0,21.0810070037842,105.818092346191,6.814360270004972
Long Biên,2.0,2.0,other,63.0,23.6,21.0577354431152,105.913352966309,7.0909498352165405
Long Biên,2.0,2.0,other,71.0,70.0,21.0371780395508,105.873069763184,2.327886063007043
Thanh Trì,2.0,2.0,công ty tnhh bất động sản và xây dựng việt hưng,67.0,25.0,20.9842433929443,105.808448791504,6.756842828368372
Long Biên,2.0,1.0,other,61.2,23.6,21.0577354431152,105.913352966309,7.0909498352165405
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,128.9,25.0,21.0403366088867,105.767585754395,8.914089615411918
Tây Hồ,3.0,2.0,công ty cp xây dựng và thương mại bắc hà,109.0,45.87155963302752,21.0530242919922,105.798637390137,6.207575446891629
Bắc Từ Liêm,4.0,3.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,159.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Long Biên,3.0,2.0,other,112.5,25.0,21.0409755706787,105.913665771484,6.495931754276251
Long Biên,3.0,2.0,other,83.0,25.0,21.0409755706787,105.913665771484,6.495931754276251
Long Biên,2.0,2.0,other,48.5,19.54639175257732,21.036306381225604,105.933120727539,8.417149697125447
Đống Đa,2.0,2.0,tân hoàng minh group,65.0,35.0,21.0194931030273,105.822341918945,3.3035672667694755
Hoàng Mai,2.0,2.0,other,56.0,13.0,20.964334487915,105.827293395996,7.6486136856136335
Long Biên,3.0,2.0,other,92.0,25.0,21.0409755706787,105.913665771484,6.495931754276251
Hoàng Mai,3.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,76.27,14.0,20.963314056396506,105.826736450195,7.775177641365832
Nam Từ Liêm,3.0,3.0,other,97.0,31.6,21.031179428100604,105.77904510498,7.636407617611661
Gia Lâm,2.0,1.0,other,60.0,24.33333333333333,21.0024147033691,105.964111328125,11.966388708428244
Bắc Từ Liêm,2.0,2.0,other,67.0,20.895522388059703,21.0798377990723,105.78685760498,8.869521625851869
Bắc Từ Liêm,3.0,2.0,other,109.0,21.0,21.0658397674561,105.798149108887,6.985860081519848
Long Biên,3.0,2.0,other,82.1,70.0,21.0371780395508,105.873069763184,2.327886063007043
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,122.0,45.08196721311475,20.994333267211896,105.867561340332,4.152857196946919
Long Biên,3.0,2.0,other,86.0,23.6,21.0577354431152,105.913352966309,7.0909498352165405
Hà Đông,2.0,2.0,công ty cổ phần tập đoàn flc,62.0,17.0,20.9625549316406,105.765251159668,11.693759740877258
Cầu Giấy,2.0,2.0,other,101.0,27.0,21.0350513458252,105.794975280762,6.0161230070470175
Hà Đông,3.0,2.0,tổng công ty đầu tư phát triển nhà và đô thị bộ quốc phòng,63.0,10.9,20.9540576934814,105.740982055664,14.272942061885065
Thanh Xuân,2.0,2.0,other,59.7,24.0,20.9855403900146,105.798942565918,7.366195994422775
Hoàng Mai,2.0,2.0,other,57.0,18.0,20.9605541229248,105.845962524414,7.637122018382692
Cầu Giấy,3.0,2.0,other,94.0,28.723404255319146,21.0170318,105.7982605,5.788385557126857
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,106.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Tây Hồ,3.0,2.0,other,107.0,42.056074766355145,21.0555438995361,105.805130004883,5.7467144670229375
Bắc Từ Liêm,3.0,2.0,công ty cp tập đoàn sunshine,123.9,33.89830508474576,21.0919170379639,105.785003662109,9.919088412159454
Hà Đông,2.0,2.0,other,84.0,21.5,20.9760246276855,105.761596679688,11.129799153576386
Cầu Giấy,2.0,2.0,other,95.0,28.0,20.9965934753418,105.798934936523,6.626222975511477
Hoài Đức,2.0,2.0,other,69.8,15.04297994269341,21.0096874237061,105.72159576416,13.76917932512419
Hà Đông,2.0,2.0,other,60.0,26.0,20.9599056243896,105.791801452637,9.937875889862177
Nam Từ Liêm,3.0,2.0,other,90.1,29.0,21.035120010376,105.767433166504,8.865717652910796
Hà Đông,2.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,75.0,14.0,20.96246719360349,105.792366027832,9.681213423855864
Cầu Giấy,2.0,2.0,other,77.0,25.32467532467533,21.0118082,105.8083617,4.9648908908996034
Hai Bà Trưng,2.0,2.0,tổng công ty đầu tư và phát triển nhà hà nội - handico,91.0,87.9120879120879,21.0104732513428,105.849258422852,2.0774756653410336
Tây Hồ,2.0,1.0,công ty cp xây dựng và thương mại bắc hà,60.0,41.66666666666666,21.0530242919922,105.798637390137,6.207575446891629
Nam Từ Liêm,3.0,2.0,tập đoàn vingroup,123.0,37.8,20.998958587646506,105.788032531738,7.481847300208964
Tây Hồ,3.0,2.0,tân hoàng minh group,146.0,60.0,21.064899444580103,105.827049255371,4.8020778810573805
Nam Từ Liêm,3.0,2.0,công ty cp sông đà 7,106.0,17.0,21.0315055847168,105.755378723145,10.095338863662302
Thanh Xuân,2.0,2.0,other,79.0,24.0,20.985431671142603,105.839340209961,5.027127440538586
Thanh Trì,2.0,2.0,công ty tnhh bất động sản và xây dựng việt hưng,67.0,25.0,20.9842433929443,105.808448791504,6.756842828368372
Thanh Trì,3.0,2.0,công ty tnhh bất động sản và xây dựng việt hưng,106.0,25.0,20.9842433929443,105.808448791504,6.756842828368372
Thanh Trì,2.0,2.0,other,56.0,10.0,20.9575748443604,105.806900024414,9.245475640381146
Hoàng Mai,3.0,2.0,other,76.0,13.0,20.964334487915,105.827293395996,7.6486136856136335
Hoàng Mai,2.0,2.0,other,69.05,31.86097031136857,20.9739685058594,105.82169342041,6.901127354793964
Hà Đông,3.0,2.0,công ty cp đầu tư văn phú - invest,90.14,23.67428444641668,20.972412109375,105.761528015137,11.353592840817797
Hà Đông,2.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,67.0,15.671641791044776,20.96246719360349,105.792366027832,9.681213423855864
Hoàng Mai,3.0,2.0,other,78.23,33.23533171417615,20.9739685058594,105.82169342041,6.901127354793964
Thanh Xuân,2.0,2.0,tổng công ty đầu tư phát triển nhà và đô thị bộ quốc phòng,74.55,24.0,20.993579864502,105.798210144043,6.875766822774979
Hoàng Mai,3.0,2.0,công ty cp xuất nhập khẩu tổng hợp hà nội - geleximco,92.8,29.7,20.9795379638672,105.841613769531,5.6088896507447386
Đống Đa,3.0,2.0,other,110.0,33.5,21.0241241455078,105.811195373535,4.324409095070686
Thanh Xuân,2.0,2.0,other,80.0,23.125,20.9976119995117,105.809326171875,5.678869118231021
Hà Đông,3.0,2.0,other,95.54,25.0,20.9824485778809,105.782279968262,8.942845587052515
Hoài Đức,3.0,2.0,other,96.8,19.52479338842976,21.0096874237061,105.72159576416,13.76917932512419
Nam Từ Liêm,2.0,2.0,other,74.0,30.0,21.012432098388697,105.767395019531,9.0309361915427
Ba Đình,3.0,2.0,other,128.0,47.0,21.0270671844482,105.817451477051,3.647323186365469
Bắc Từ Liêm,2.0,2.0,other,70.0,26.42857142857143,21.047119140625,105.781364440918,7.664309736975253
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,94.3,26.0,20.9947910308838,105.86784362793,4.116973104094032
Cầu Giấy,3.0,2.0,tân hoàng minh group,95.0,44.21052631578947,21.0058059692383,105.794372558594,6.563943634959253
Hoàng Mai,2.0,1.0,other,54.0,26.85185185185185,20.9911763142498,105.864617559661,4.382851239082037
Hoàng Mai,2.0,2.0,công ty cp xây dựng số 2 - vinaconex2,65.0,17.3,20.9732913970947,105.820007324219,7.050216790986244
Hai Bà Trưng,4.0,3.0,tập đoàn vingroup,157.0,53.82165605095541,20.994333267211896,105.867561340332,4.152857196946919
Thanh Xuân,2.0,2.0,other,74.7,33.46720214190093,20.9999027252197,105.802185058594,6.143902455926645
Bắc Từ Liêm,3.0,2.0,other,98.2,25.0,21.0661659240723,105.798118591309,7.009848929615326
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,121.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,100.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Cầu Giấy,2.0,2.0,other,98.0,28.97959183673469,21.0190162658691,105.79320526123,6.258376371331749
Thanh Xuân,3.0,2.0,tổng công ty đầu tư phát triển nhà và đô thị bộ quốc phòng,100.0,26.5,20.993579864502,105.798210144043,6.875766822774979
Hoài Đức,1.0,1.0,other,44.4,14.0,21.06287956237789,105.722236633301,14.052244695347593
Hà Đông,2.0,2.0,công ty cp tập đoàn nam cường hà nội,73.93,27.05261734072772,20.9830436706543,105.757339477539,11.128207460763427
Hoàng Mai,2.0,1.0,công ty cp xây dựng số 2 - vinaconex2,65.0,17.3,20.9732913970947,105.820007324219,7.050216790986244
Hoàng Mai,2.0,2.0,công ty cp sông đà 7,84.16,26.0,20.976398468017603,105.814575195313,7.0480393306030775
Hà Đông,2.0,2.0,other,74.0,25.0,20.9824485778809,105.782279968262,8.942845587052515
Hoài Đức,2.0,2.0,other,70.0,18.571428571428573,21.0096874237061,105.72159576416,13.76917932512419
Hoàng Mai,2.0,2.0,công ty cp xây dựng số 2 - vinaconex2,54.3,17.3,20.9732913970947,105.820007324219,7.050216790986244
Hoàng Mai,2.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,68.1,21.0,20.9644546508789,105.831359863281,7.5015775466609025
Hai Bà Trưng,4.0,3.0,tập đoàn vingroup,144.0,45.83333333333334,20.994333267211896,105.867561340332,4.152857196946919
Tây Hồ,2.0,2.0,other,63.02,26.0,21.0810070037842,105.818092346191,6.814360270004972
Cầu Giấy,2.0,1.0,other,54.0,40.18518518518517,21.037153244018555,105.78633880615234,6.935462297864548
Nam Từ Liêm,4.0,3.0,công ty cp tập đoàn sunshine,131.2,35.060975609756106,21.03342628479,105.778831481934,7.670934312659389
Hoàng Mai,2.0,2.0,other,85.0,18.0,20.9605541229248,105.845962524414,7.637122018382692
Tây Hồ,2.0,1.0,công ty cp xây dựng và thương mại bắc hà,59.0,42.3728813559322,21.0530242919922,105.798637390137,6.207575446891629
Tây Hồ,3.0,2.0,tổng công ty đầu tư phát triển hạ tầng đô thị - udic,168.1,32.71861986912552,21.0639667510986,105.805503845215,6.2518584401137325
Bắc Từ Liêm,2.0,1.0,công ty tnhh phát triển khu đô thị nam thăng long,84.7,37.4,21.0786514282227,105.802612304688,7.585824152829809
Tây Hồ,3.0,2.0,công ty cp tập đoàn sunshine,163.0,50.0,21.0786514282227,105.802612304688,7.585824152829809
Tây Hồ,2.0,2.0,other,73.2,45.08196721311475,21.0555438995361,105.805130004883,5.7467144670229375
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,83.0,26.0,20.9947910308838,105.86784362793,4.116973104094032
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,80.0,41.25,20.994333267211896,105.867561340332,4.152857196946919
Hoàng Mai,2.0,2.0,other,80.6,25.0,20.987060546875,105.850357055664,4.661544280206941
Thanh Xuân,2.0,2.0,other,85.0,30.5,20.9972763061523,105.80298614502,6.23351268578007
Hà Đông,2.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,69.5,16.546762589928058,20.96246719360349,105.792366027832,9.681213423855864
Long Biên,3.0,2.0,other,92.0,25.0,21.0409755706787,105.913665771484,6.495931754276251
Tây Hồ,2.0,2.0,other,67.05,26.0,21.0810070037842,105.818092346191,6.814360270004972
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,106.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,113.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Đông Anh,2.0,2.0,other,60.0,25.0,21.1250171661377,105.836883544922,10.82295253986258
Bắc Từ Liêm,2.0,1.0,other,60.0,27.0,21.0505809783936,105.79224395752,6.7098939906414925
Bắc Từ Liêm,2.0,2.0,công ty cp tập đoàn sunshine,85.5,37.42690058479532,21.0919170379639,105.785003662109,9.919088412159454
Tây Hồ,2.0,1.0,other,67.0,26.0,21.0810070037842,105.818092346191,6.814360270004972
Tây Hồ,2.0,2.0,other,75.0,45.33333333333334,21.0555438995361,105.805130004883,5.7467144670229375
Thanh Trì,2.0,2.0,other,63.0,19.52380952380953,20.9319801330566,105.850410461426,10.789799963263002
Đống Đa,4.0,2.0,other,155.0,37.0,21.0101585388184,105.836334228516,2.6774955359098103
Cầu Giấy,4.0,3.0,tổng công ty đầu tư và phát triển nhà hà nội - handico,154.0,18.0,21.0295677185059,105.791877746582,6.2992932145981
Hai Bà Trưng,3.0,2.0,tập đoàn vingroup,103.0,42.71844660194175,20.994333267211896,105.867561340332,4.152857196946919
Tây Hồ,3.0,2.0,other,86.0,46.511627906976734,21.0555438995361,105.805130004883,5.7467144670229375
Nam Từ Liêm,3.0,2.0,other,127.6,24.0,21.0119361877441,105.774993896484,8.27174549238667
Hoàng Mai,2.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,69.8,21.0,20.9644546508789,105.831359863281,7.5015775466609025
Hoài Đức,3.0,2.0,other,67.4,14.0,21.06287956237789,105.722236633301,14.052244695347593
Bắc Từ Liêm,2.0,2.0,công ty cp xuất nhập khẩu tổng hợp hà nội - geleximco,74.0,25.0,21.0495662689209,105.778594970703,8.016016166896572
Hoàng Mai,2.0,2.0,other,85.0,30.0,20.9838600158691,105.846603393555,5.049812062289779
Cầu Giấy,2.0,2.0,other,88.0,29.0,21.0087337493896,105.790229797363,6.8484646382412855
Hoàng Mai,2.0,2.0,công ty cp xây dựng số 2 - vinaconex2,56.0,17.3,20.9732913970947,105.820007324219,7.050216790986244
Ba Đình,2.0,3.0,other,126.3,72.0,21.0288105010986,105.82356262207,3.0067036470165167
Thanh Xuân,3.0,2.0,công ty cp sông đà 7,96.0,31.5,20.9962978363037,105.805633544922,6.0728948651079415
Hoàng Mai,2.0,2.0,other,72.0,19.0,20.9800987243652,105.874244689941,5.882530062009379
Long Biên,2.0,2.0,other,71.0,25.0,21.0409755706787,105.913665771484,6.495931754276251
Thanh Xuân,3.0,2.0,other,110.0,29.0,20.9947719573975,105.806129455566,6.135333850019758
Hà Đông,2.0,2.0,other,69.0,18.55072463768116,20.9939575195313,105.788909912109,7.667191231636965
Cầu Giấy,4.0,3.0,other,160.0,26.0,21.0096664428711,105.793746948242,6.469169454839848
Đông Anh,2.0,2.0,other,65.0,25.0,21.1250171661377,105.836883544922,10.82295253986258
Long Biên,3.0,2.0,other,92.0,25.0,21.0409755706787,105.913665771484,6.495931754276251
Nam Từ Liêm,2.0,1.0,other,54.0,31.48148148148148,20.9992771148682,105.73811340332,12.33492902005939
Bắc Từ Liêm,2.0,2.0,other,75.0,40.0,21.06853675842289,105.802764892578,6.795305785267072
Nam Từ Liêm,2.0,1.0,công ty cổ phần tập đoàn flc,63.0,12.0,20.991436004638697,105.756065368652,10.853805571421962
Cầu Giấy,2.0,1.0,other,88.0,29.54545454545455,21.0096664428711,105.793746948242,6.469169454839848
Thanh Xuân,3.0,2.0,other,110.0,29.0,20.9947719573975,105.806129455566,6.135333850019758
Long Biên,2.0,2.0,other,65.0,23.6,21.0577354431152,105.913352966309,7.0909498352165405
Hoàng Mai,2.0,1.0,tổng công ty đầu tư phát triển nhà và đô thị hud,63.2,18.7,20.9646949768066,105.825103759766,7.69221518934016
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,80.0,41.875,20.994333267211896,105.867561340332,4.152857196946919
Hoàng Mai,3.0,2.0,tổng công ty đầu tư phát triển nhà và đô thị hud,82.0,18.536585365853654,20.97145652771,105.828170776367,6.8750192565976205
Hoàng Mai,2.0,2.0,công ty cp xây dựng số 2 - vinaconex2,54.3,17.3,20.9732913970947,105.820007324219,7.050216790986244
Bắc Từ Liêm,3.0,2.0,other,108.0,27.0,21.063035964965803,105.795974731445,6.995342909408281
Thanh Xuân,2.0,2.0,tập đoàn vingroup,113.0,34.95575221238938,21.002666473388697,105.8154296875,4.833123138746107
Hai Bà Trưng,2.0,2.0,other,82.0,34.14634146341464,20.9984378814697,105.866737365723,3.698523392708745
Thanh Xuân,1.0,1.0,tập đoàn vingroup,55.0,47.81818181818182,21.002666473388697,105.8154296875,4.833123138746107
Hoàng Mai,3.0,2.0,tổng công ty đầu tư phát triển nhà và đô thị hud,75.6,19.84126984126984,20.97145652771,105.828170776367,6.8750192565976205
Long Biên,2.0,2.0,other,71.4,70.0,21.0371780395508,105.873069763184,2.327886063007043
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,90.0,26.0,20.9947910308838,105.86784362793,4.116973104094032
Cầu Giấy,2.0,2.0,other,98.0,30.612244897959183,21.0190162658691,105.79320526123,6.258376371331749
Hoàng Mai,3.0,2.0,công ty cp xây dựng số 2 - vinaconex2,73.6,17.3,20.9732913970947,105.820007324219,7.050216790986244
Hoàng Mai,2.0,2.0,công ty cp xây dựng số 2 - vinaconex2,53.5,17.3,20.9732913970947,105.820007324219,7.050216790986244
Hà Đông,3.0,2.0,other,130.0,20.0,20.9745693206787,105.76432800293,10.978335951140076
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,99.84,25.0,21.0403366088867,105.767585754395,8.914089615411918
Hoàng Mai,2.0,2.0,other,70.0,26.42857142857143,20.9565887451172,105.844886779785,8.087054427552438
Hoàng Mai,2.0,2.0,other,55.0,18.0,20.9605541229248,105.845962524414,7.637122018382692
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,74.0,39.86486486486485,20.994333267211896,105.867561340332,4.152857196946919
Bắc Từ Liêm,2.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,76.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Tây Hồ,2.0,2.0,tân hoàng minh group,88.0,60.0,21.064899444580103,105.827049255371,4.8020778810573805
Tây Hồ,3.0,2.0,tập đoàn sun group,132.0,59.0,21.04117202758789,105.825096130371,3.158527059597368
Thanh Xuân,3.0,2.0,tổng công ty đầu tư phát triển nhà và đô thị bộ quốc phòng,100.63,26.830964920997715,20.993579864502,105.798210144043,6.875766822774979
Hoàng Mai,2.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,56.0,13.0,20.96473503112789,105.826362609863,7.640589727103954
Hoàng Mai,2.0,2.0,tổng công ty đầu tư phát triển nhà và đô thị bộ quốc phòng,65.0,16.0,20.9836158752441,105.820434570313,6.041682910258938
Hoàng Mai,3.0,2.0,other,80.0,25.625,20.9702835083008,105.871711730957,6.822471103286393
Nam Từ Liêm,2.0,2.0,other,62.0,35.483870967741936,20.9992771148682,105.73811340332,12.33492902005939
Hà Đông,2.0,2.0,other,60.0,12.0,20.9540576934814,105.740982055664,14.272942061885065
Cầu Giấy,3.0,2.0,other,129.0,29.45736434108527,21.0190162658691,105.79320526123,6.258376371331749
Hoàng Mai,2.0,2.0,công ty cp xây dựng số 2 - vinaconex2,56.2,17.3,20.9732913970947,105.820007324219,7.050216790986244
Hà Đông,2.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,75.0,14.933333333333335,20.96246719360349,105.792366027832,9.681213423855864
Hà Đông,2.0,2.0,other,96.0,20.0,20.9745693206787,105.76432800293,10.978335951140076
Hoàng Mai,2.0,2.0,other,69.0,19.5,20.9561653137207,105.843521118164,8.148995645882346
Hoàng Mai,2.0,2.0,công ty cp xây dựng số 2 - vinaconex2,65.0,17.3,20.9732913970947,105.820007324219,7.050216790986244
Hai Bà Trưng,2.0,2.0,tập đoàn vingroup,83.0,35.54216867469878,20.994333267211896,105.867561340332,4.152857196946919
Hà Đông,3.0,2.0,other,114.0,12.6,20.9540576934814,105.740982055664,14.272942061885065
Hai Bà Trưng,5.0,3.0,tập đoàn vingroup,200.0,26.0,20.9947910308838,105.86784362793,4.116973104094032
Nam Từ Liêm,2.0,2.0,tập đoàn vingroup,66.0,39.39393939393939,21.0190830230713,105.781730651855,7.433990768186256
Hà Đông,2.0,1.0,other,56.8,16.7,20.9753646850586,105.789375305176,8.861939632134538
Hoàng Mai,3.0,2.0,công ty cp xây dựng số 2 - vinaconex2,99.1,17.3,20.9732913970947,105.820007324219,7.050216790986244
Thanh Xuân,2.0,2.0,other,72.0,23.9,20.9860000610352,105.812187194824,6.351644266121593
Thanh Xuân,3.0,2.0,other,88.0,23.9,20.9860000610352,105.812187194824,6.351644266121593
Hà Đông,3.0,2.0,other,95.5,16.7,20.9846420288086,105.774719238281,9.46535495033188
Long Biên,2.0,1.0,công ty cp đầu tư xây dựng số 9 hà nội,50.0,28.0,21.0295810699463,105.850410461426,0.2303727117100144
Nam Từ Liêm,3.0,2.0,tập đoàn vingroup,92.7,43.68932038834952,21.0197982788086,105.780708312988,7.527949821012995
Hà Đông,2.0,2.0,other,72.0,16.7,20.9643268585205,105.749549865723,12.888890190606112
Hà Đông,2.0,1.0,công ty cp tập đoàn nam cường hà nội,54.0,17.592592592592585,20.983570098877,105.772262573242,9.745528175498508
Hoàng Mai,2.0,2.0,other,100.1,18.48151848151848,20.9748001098633,105.835304260254,6.280612873438473
Cầu Giấy,3.0,2.0,tân hoàng minh group,100.0,50.0,21.0058059692383,105.794372558594,6.563943634959253
Hà Đông,3.0,2.0,công ty cp tập đoàn nam cường hà nội,117.0,12.393162393162394,20.983570098877,105.772262573242,9.745528175498508
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,143.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Hai Bà Trưng,6.0,4.0,tập đoàn vingroup,212.0,26.0,20.9947910308838,105.86784362793,4.116973104094032
Nam Từ Liêm,3.0,2.0,tập đoàn vingroup,107.0,34.57943925233645,21.0197982788086,105.780708312988,7.527949821012995
Tây Hồ,2.0,2.0,công ty cp xây dựng và thương mại bắc hà,59.8,42.64214046822742,21.0530242919922,105.798637390137,6.207575446891629
Tây Hồ,4.0,2.0,công ty tnhh phát triển khu đô thị nam thăng long,153.0,32.0,21.072135925293,105.810997009277,6.462685103642633
Bắc Từ Liêm,2.0,2.0,other,95.0,21.0,21.0658397674561,105.798149108887,6.985860081519848
Ba Đình,2.0,2.0,other,93.0,72.0,21.0288105010986,105.82356262207,3.0067036470165167
Cầu Giấy,3.0,2.0,other,106.0,32.0,21.0026988983154,105.792427062988,6.889574547644049
Hà Đông,3.0,2.0,other,107.0,38.0,20.9673748016357,105.754013061523,12.31459858736027
Tây Hồ,2.0,2.0,other,98.08,54.54730831973899,21.055467605590803,105.795883178711,6.584325353784045
Hoàng Mai,2.0,2.0,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,70.0,13.0,20.9635982513428,105.828033447266,7.699926912585416
Tây Hồ,3.0,2.0,công ty tnhh phát triển khu đô thị nam thăng long,123.0,32.0,21.072135925293,105.810997009277,6.462685103642633
Long Biên,3.0,2.0,công ty cp đầu tư xây dựng số 9 hà nội,100.0,24.0,21.0443172454834,105.877861022949,3.1452446185359
Long Biên,3.0,2.0,other,107.0,28.0,21.0314464569092,105.900825500488,5.029201882644394
Thanh Xuân,2.0,2.0,other,70.0,42.85714285714285,20.9991188049316,105.808441162109,5.651825644453077
Hoàng Mai,3.0,2.0,tổng công ty đầu tư phát triển nhà và đô thị hud,100.7,23.5,20.9642238616943,105.823181152344,7.816659235899298
Hà Đông,3.0,2.0,other,82.5,24.0,20.96728515625,105.778175354004,10.329036586863692
Hà Đông,2.0,2.0,other,73.0,21.5,20.9760246276855,105.761596679688,11.129799153576386
Bắc Từ Liêm,3.0,2.0,other,128.2,21.0,21.0630855560303,105.794822692871,7.099074153192401
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,134.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Thanh Xuân,3.0,2.0,other,96.0,24.0,20.985431671142603,105.839340209961,5.027127440538586
Bắc Từ Liêm,2.0,2.0,other,87.0,27.0,21.063035964965803,105.795974731445,6.995342909408281
Tây Hồ,2.0,2.0,other,74.0,45.94594594594594,21.0555438995361,105.805130004883,5.7467144670229375
Bắc Từ Liêm,3.0,2.0,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,129.0,25.0,21.0403366088867,105.767585754395,8.914089615411918
Nam Từ Liêm,2.0,2.0,other,94.0,35.1063829787234,21.029411315918,105.768753051758,8.70176637734733
Hoàng Mai,3.0,2.0,other,106.0,29.24528301886793,20.965379714965803,105.850639343262,7.072313441892541
Bắc Từ Liêm,3.0,2.0,công ty cp xuất nhập khẩu tổng hợp hà nội - geleximco,91.0,25.0,21.050807863519463,105.7811698913573,7.80221991267917
Cầu Giấy,3.0,2.0,other,141.0,27.2,21.008962631225604,105.793128967285,6.555909352641237
Cầu Giấy,1.0,2.0,tân hoàng minh group,51.0,30.35294117647059,21.0058059692383,105.794372558594,6.563943634959253
Thanh Xuân,3.0,2.0,other,90.0,26.66666666666667,20.9877606,105.8006384,7.071472552741957
